"FIT.Number";"year.of.record";"Service.type";"Reason.for.force";"UOF.effective";"District.or.division";"Force.type";"Force.level";"Month.occurred";"Officer.primary.key";"Officer.sex";"Officer.race";"Officer.age.at.time.of.UOF";"Officer.years.exp.at.time.of.UOF";"Officer.injured";"Citizen.race";"Citizen.sex";"Citizen.age";"Citizen.injured";"Disposition"
"2539";"FTN2017-0068";2017;"Call for Service";"refuse verbal commands";"Yes";"3rd District";"Defense Tech / Take-down";"L2";2;"15d53f6e4b3063dad520ee4728a55056";"M";"White";"40";"19";"No";"Black / African American";"F";"31";"No";"Authorized"
"2540";"FTN2017-0067";2017;"Call for Service";"Other";"Yes";"7th District";"Taser Exhibited";"L1";2;"fa62cd85e59308c259b6fa773a2ce574";"F";"Black / African American";"48";"23";"No";"Black / African American";"M";"NULL";"No";"Authorized"
"2541";"FTN2017-0070";2017;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"1st District";"Hands / Escort tech";"L1";2;"a21651b9785e382118a6b8e98e80a240";"M";"White";"51";"10";"No";"White";"M";"61";"No";"Authorized"
"2542";"FTN2017-0065";2017;"Arresting";"refuse verbal commands";"Yes";"7th District";"Firearm Exhibited";"L1";2;"4f928ea3636c10c798e47ce7932c9f34";"M";"Black / African American";"40";"10";"No";"Black / African American";"M";"18";"No";"Authorized"
"2543";"FTN2017-0062";2017;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"7th District";"Hands / Escort tech";"L1";2;"5b111a1d76653dc02101dc13edd90a32";"M";"Black / African American";"29";"3";"No";"Black / African American";"M";"24";"No";"Authorized"
"2544";"FTN2017-0062";2017;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"7th District";"Defense Tech / Take-down";"L2";2;"8b523c38e194e718d4e56baf14c1d6ae";"M";"Black / African American";"25";"7";"No";"Black / African American";"M";"24";"No";"Authorized"
"2545";"FTN2017-0062";2017;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"7th District";"Taser Exhibited";"L1";2;"8b523c38e194e718d4e56baf14c1d6ae";"M";"Black / African American";"25";"7";"No";"Black / African American";"M";"24";"No";"Authorized"
"2546";"FTN2017-0062";2017;"Traffic Stop";"Resisting Lawful Arrest";"No";"7th District";"Firearm Exhibited";"L1";2;"8b523c38e194e718d4e56baf14c1d6ae";"M";"Black / African American";"25";"7";"No";"Black / African American";"M";"24";"No";"Authorized"
"2547";"FTN2017-0063";2017;"Pedestrian Stop";"refuse verbal commands";"Yes";"4th District";"Firearm Exhibited";"L1";2;"e5de05633c95845d40e652b32f98cf8c";"M";"Black / African American";"35";"10";"No";"Black / African American";"M";"24";"No";"Authorized"
"2548";"FTN2017-0063";2017;"Pedestrian Stop";"refuse verbal commands";"Yes";"4th District";"Firearm Exhibited";"L1";2;"e5de05633c95845d40e652b32f98cf8c";"M";"Black / African American";"35";"10";"No";"Black / African American";"M";"21";"No";"Authorized"
"2549";"FTN2017-0063";2017;"Pedestrian Stop";"refuse verbal commands";"Yes";"4th District";"Firearm Exhibited";"L1";2;"e5de05633c95845d40e652b32f98cf8c";"M";"Black / African American";"35";"10";"No";"Black / African American";"M";"22";"No";"Authorized"
"2550";"FTN2017-0063";2017;"Pedestrian Stop";"refuse verbal commands";"Yes";"4th District";"Firearm Exhibited";"L1";2;"90ae4aa5edc250a9a6301d85e2b7ded7";"M";"Black / African American";"43";"11";"No";"Black / African American";"M";"24";"No";"Authorized"
"2551";"FTN2017-0063";2017;"Pedestrian Stop";"refuse verbal commands";"Yes";"4th District";"Firearm Exhibited";"L1";2;"90ae4aa5edc250a9a6301d85e2b7ded7";"M";"Black / African American";"43";"11";"No";"Black / African American";"M";"22";"No";"Authorized"
"2552";"FTN2017-0063";2017;"Pedestrian Stop";"refuse verbal commands";"Yes";"4th District";"Firearm Exhibited";"L1";2;"90ae4aa5edc250a9a6301d85e2b7ded7";"M";"Black / African American";"43";"11";"No";"Black / African American";"M";"21";"No";"Authorized"
"2553";"FTN2017-0063";2017;"Pedestrian Stop";"refuse verbal commands";"Yes";"4th District";"Firearm Exhibited";"L1";2;"cac7078ce9e0f775245d8d0270e07b07";"M";"Black / African American";"36";"4";"No";"Black / African American";"M";"21";"No";"Authorized"
"2554";"FTN2017-0063";2017;"Pedestrian Stop";"refuse verbal commands";"Yes";"4th District";"Firearm Exhibited";"L1";2;"cac7078ce9e0f775245d8d0270e07b07";"M";"Black / African American";"36";"4";"No";"Black / African American";"M";"24";"No";"Authorized"
"2555";"FTN2017-0063";2017;"Pedestrian Stop";"refuse verbal commands";"Yes";"4th District";"Firearm Exhibited";"L1";2;"cac7078ce9e0f775245d8d0270e07b07";"M";"Black / African American";"36";"4";"No";"Black / African American";"M";"22";"No";"Authorized"
"2556";"FTN2017-0063";2017;"Pedestrian Stop";"refuse verbal commands";"Yes";"4th District";"Firearm Exhibited";"L1";2;"ea2e0fee593f466db5f32508fa27998f";"M";"White";"39";"3";"No";"Black / African American";"M";"22";"No";"Authorized"
"2557";"FTN2017-0063";2017;"Pedestrian Stop";"refuse verbal commands";"Yes";"4th District";"Firearm Exhibited";"L1";2;"ea2e0fee593f466db5f32508fa27998f";"M";"White";"39";"3";"No";"Black / African American";"M";"24";"No";"Authorized"
"2558";"FTN2017-0063";2017;"Pedestrian Stop";"refuse verbal commands";"Yes";"4th District";"Firearm Exhibited";"L1";2;"ea2e0fee593f466db5f32508fa27998f";"M";"White";"39";"3";"No";"Black / African American";"M";"21";"No";"Authorized"
"2559";"FTN2017-0071";2017;"Call for Service";"refuse verbal commands";"Yes";"5th District";"Firearm Exhibited";"L1";2;"e0eec96652112aefcfa5dcb8780aa992";"M";"White";"49";"22";"No";"Black / African American";"M";"41";"No";"Authorized"
"2560";"FTN2017-0071";2017;"Call for Service";"refuse verbal commands";"Yes";"5th District";"Firearm Exhibited";"L1";2;"de1cf9cef411cec20c6a77f7054d8ae8";"M";"Black / African American";"41";"12";"No";"Black / African American";"M";"41";"No";"Authorized"
"2561";"FTN2017-0061";2017;"Call for Service";"Other";"Yes";"1st District";"Firearm Exhibited";"L1";2;"f28c21a85433d63dd72dd0816fc14830";"M";"White";"48";"14";"No";"Black / African American";"M";"17";"No";"Authorized"
"2562";"FTN2017-0061";2017;"Call for Service";"Other";"Yes";"1st District";"Firearm Exhibited";"L1";2;"f28c21a85433d63dd72dd0816fc14830";"M";"White";"48";"14";"No";"Black / African American";"M";"18";"No";"Authorized"
"2563";"FTN2017-0061";2017;"Call for Service";"Other";"Yes";"1st District";"Firearm Exhibited";"L1";2;"f28c21a85433d63dd72dd0816fc14830";"M";"White";"48";"14";"No";"Black / African American";"M";"18";"No";"Authorized"
"2564";"FTN2017-0061";2017;"Call for Service";"Other";"Yes";"1st District";"Firearm Exhibited";"L1";2;"e318c05d590e603b5b57dd433d0c7c66";"F";"Black / African American";"39";"13";"No";"Black / African American";"M";"18";"No";"Authorized"
"2565";"FTN2017-0061";2017;"Call for Service";"Other";"Yes";"1st District";"Firearm Exhibited";"L1";2;"e318c05d590e603b5b57dd433d0c7c66";"F";"Black / African American";"39";"13";"No";"Black / African American";"M";"18";"No";"Authorized"
"2566";"FTN2017-0061";2017;"Call for Service";"Other";"Yes";"1st District";"Firearm Exhibited";"L1";2;"e318c05d590e603b5b57dd433d0c7c66";"F";"Black / African American";"39";"13";"No";"Black / African American";"M";"17";"No";"Authorized"
"2567";"FTN2017-0060";2017;"Call for Service";"Other";"Yes";"1st District";"Firearm Exhibited";"L1";2;"a21651b9785e382118a6b8e98e80a240";"M";"White";"51";"10";"No";"Black / African American";"M";"25";"No";"Authorized"
"2568";"FTN2017-0057";2017;"Traffic Stop";"refuse verbal commands";"Yes";"5th District";"Firearm Exhibited";"L1";2;"0893a5f6e57a09145147a3bfeeaf07f1";"M";"Black / African American";"28";"3";"No";"Black / African American";"M";"34";"No";"Authorized"
"2569";"FTN2017-0057";2017;"Traffic Stop";"refuse verbal commands";"Yes";"5th District";"Firearm Exhibited";"L1";2;"0893a5f6e57a09145147a3bfeeaf07f1";"M";"Black / African American";"28";"3";"No";"Black / African American";"M";"NULL";"No";"Authorized"
"2570";"FTN2017-0057";2017;"Traffic Stop";"refuse verbal commands";"Yes";"5th District";"Firearm Exhibited";"L1";2;"e75002775c49962d412413506432326c";"M";"White";"29";"3";"No";"Black / African American";"M";"NULL";"No";"Authorized"
"2571";"FTN2017-0057";2017;"Traffic Stop";"refuse verbal commands";"Yes";"5th District";"Firearm Exhibited";"L1";2;"e75002775c49962d412413506432326c";"M";"White";"29";"3";"No";"Black / African American";"M";"34";"No";"Authorized"
"2572";"FTN2017-0054";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"d05d16c9ae58dad19bc5cb868675cd3f";"M";"Black / African American";"27";"NULL";"No";"White";"M";"38";"No";"Authorized"
"2573";"FTN2017-0054";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"682d6a13af171c174ae20085e66a289e";"F";"Black / African American";"34";"8";"No";"White";"M";"38";"No";"Authorized"
"2574";"FTN2017-0054";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Defense Tech / Take-down";"L2";2;"ef50609e709cb6c1a06500b64072d27d";"M";"Black / African American";"26";"2";"No";"White";"M";"38";"No";"Authorized"
"2575";"FTN2017-0059";2017;"Other";"Other";"Yes";"Other";"Firearm Exhibited";"L1";2;"2babc7fa9eeb3b66921ccf0464513a74";"M";"Black / African American";"49";"34";"No";"Black / African American";"M";"NULL";"No";"Authorized"
"2576";"FTN2017-0057";2017;"Traffic Stop";"refuse verbal commands";"Yes";"5th District";"Firearm Exhibited";"L1";2;"724168056d336ea6a5590d226e0256f9";"F";"White";"45";"13";"No";"Black / African American";"M";"34";"No";"Authorized"
"2577";"FTN2017-0057";2017;"Traffic Stop";"refuse verbal commands";"Yes";"5th District";"Firearm Exhibited";"L1";2;"724168056d336ea6a5590d226e0256f9";"F";"White";"45";"13";"No";"Black / African American";"M";"NULL";"No";"Authorized"
"2578";"FTN2017-0055";2017;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"3rd District";"Hands / Escort tech";"L1";2;"b095798fe03caf5f9642540e4cdac57c";"M";"Black / African American";"38";"12";"No";"Black / African American";"F";"25";"No";"Authorized"
"2579";"FTN2017-0055";2017;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"3rd District";"Hands / Escort tech";"L1";2;"1d89b72e7d7b0a54d166ffef556066ed";"M";"White";"NULL";"5";"No";"Black / African American";"F";"25";"No";"Authorized"
"2580";"FTN2017-0056";2017;"Pedestrian Stop";"refuse verbal commands";"No";"1st District";"Firearm Exhibited";"L1";2;"69249fb1fd0cc6e79f3bf49570c4654c";"M";"White";"39";"8";"No";"Black / African American";"M";"NULL";"No";"Authorized"
"2581";"FTN2017-0058";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Hands / Escort tech";"L1";2;"2d2fe586644c2b2eafef2bc4b493dd74";"M";"White";"30";"3";"No";"Hispanic";"M";"43";"No";"Authorized"
"2582";"FTN2017-0058";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Hands / Escort tech";"L1";2;"2d2fe586644c2b2eafef2bc4b493dd74";"M";"White";"30";"3";"No";"White";"M";"24";"No";"Authorized"
"2583";"FTN2017-0058";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Hands / Escort tech";"L1";2;"97f5326a01a264058f94dc4a25141712";"M";"White";"33";"10";"No";"White";"M";"24";"No";"Authorized"
"2584";"FTN2017-0058";2017;"Arresting";"Resisting Lawful Arrest";"Yes";"8th District";"Hands / Escort tech";"L1";2;"97f5326a01a264058f94dc4a25141712";"M";"White";"33";"10";"No";"Hispanic";"M";"43";"No";"Authorized"
"2585";"FTN2017-0053";2017;"Serving a Warrant";"Resisting Lawful Arrest";"Yes";"Special Operations";"Canine (No Bite)";"L2";2;"6bd2cc214f721191f3c88b07d3b580a4";"M";"White";"49";"26";"No";"Black / African American";"M";"19";"Yes";"Authorized"
"2586";"FTN2017-0053";2017;"Serving a Warrant";"Resisting Lawful Arrest";"Yes";"Special Operations";"Canine (No Bite)";"L2";2;"6bd2cc214f721191f3c88b07d3b580a4";"M";"White";"49";"26";"No";"Black / African American";"M";"18";"Yes";"Authorized"
"2587";"FTN2017-0053";2017;"Serving a Warrant";"Resisting Lawful Arrest";"Yes";"Special Operations";"Canine (No Bite)";"L2";2;"6bd2cc214f721191f3c88b07d3b580a4";"M";"White";"49";"26";"No";"Black / African American";"M";"22";"Yes";"Authorized"
"2588";"FTN2017-0053";2017;"Serving a Warrant";"Resisting Lawful Arrest";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"c144d9cd6017bc54db17ca0b79c79349";"M";"White";"39";"11";"No";"Black / African American";"M";"22";"Yes";"Authorized"
"2589";"FTN2017-0053";2017;"Serving a Warrant";"Resisting Lawful Arrest";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"c144d9cd6017bc54db17ca0b79c79349";"M";"White";"39";"11";"No";"Black / African American";"M";"18";"Yes";"Authorized"
"2590";"FTN2017-0053";2017;"Serving a Warrant";"Resisting Lawful Arrest";"Yes";"Special Operations";"Firearm Exhibited";"L1";2;"c144d9cd6017bc54db17ca0b79c79349";"M";"White";"39";"11";"No";"Black / African American";"M";"19";"Yes";"Authorized"
"2591";"FTN2017-0051";2017;"Pedestrian Stop";"Other";"Yes";"3rd District";"Taser Exhibited";"L1";2;"b095798fe03caf5f9642540e4cdac57c";"M";"Black / African American";"38";"12";"No";"Black / African American";"M";"17";"No";"Authorized"
"2592";"FTN2017-0052";2017;"Traffic Stop";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";2;"b095798fe03caf5f9642540e4cdac57c";"M";"Black / African American";"38";"12";"No";"Black / African American";"M";"16";"No";"Authorized"
"2593";"FTN2017-0052";2017;"Traffic Stop";"Other";"Yes";"3rd District";"Firearm Exhibited";"L1";2;"b095798fe03caf5f9642540e4cdac57c";"M";"Black / African American";"38";"12";"No";"Black / African American";"M";"21";"No";"Authorized"
"2594";"FTN2017-0048";2017;"Call for Service";"Resisting Lawful Arrest";"Yes";"4th District";"Taser Exhibited";"L1";1;"f93664b61f97275ceef6d54b50ed3292";"F";"Black / African American";"35";"12";"No";"Unknown race";"Unknown gender";"45";"No";"Authorized"
"2595";"FTN2017-0050";2017;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"3rd District";"L2-Taser";"L2";1;"1d89b72e7d7b0a54d166ffef556066ed";"M";"White";"NULL";"5";"Yes";"Black / African American";"M";"14";"Yes";"Authorized"
"2596";"FTN2017-0050";2017;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"3rd District";"L2-Taser";"L2";1;"1d89b72e7d7b0a54d166ffef556066ed";"M";"White";"NULL";"5";"Yes";"Black / African American";"M";"17";"Yes";"Authorized"
"2597";"FTN2017-0050";2017;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"3rd District";"Hands / Escort tech";"L1";1;"b3a1934fe1e16d1be7eca95a74144dc9";"M";"White";"30";"1";"Yes";"Black / African American";"M";"17";"Yes";"Authorized"
"2598";"FTN2017-0050";2017;"Traffic Stop";"Resisting Lawful Arrest";"Yes";"3rd District";"Hands / Escort tech";"L1";1;"b3a1934fe1e16d1be7eca95a74144dc9";"M";"White";"30";"1";"Yes";"Black / African American";"M";"14";"Yes";"Authorized"
"2599";"FTN2017-0047";2017;"Traffic Stop";"Other";"Yes";"2nd District";"Taser Exhibited";"L1";1;"170cf54f3ea996363fd1a64592da630b";"M";"White";"41";"3";"No";"Black / African American";"M";"27";"No";"Authorized"
"2600";"FTN2017-0046";2017;"Arresting";"Battery on Police Officer";"Yes";"7th District";"Hands / Escort tech";"L1";1;"996a8cb7bd962fcdca733086b7c60350";"M";"White";"26";"1";"Yes";"Black / African American";"M";"14";"No";"Authorized"
"2601";"FTN2017-0046";2017;"Arresting";"Battery on Police Officer";"Yes";"7th District";"Hands / Escort tech";"L1";1;"996a8cb7bd962fcdca733086b7c60350";"M";"White";"26";"1";"Yes";"Black / African American";"M";"14";"No";"Authorized"
"2602";"FTN2017-0046";2017;"Arresting";"Battery on Police Officer";"Yes";"7th District";"Hands / Escort tech";"L1";1;"b5f52035d24155fde12d13f33abbdded";"M";"Asian / Pacific Islander";"31";"8";"Yes";"Black / African American";"M";"14";"No";"Authorized"
"2603";"FTN2017-0046";2017;"Arresting";"Battery on Police Officer";"Yes";"7th District";"Hands / Escort tech";"L1";1;"358193feea9546844570d459f0044943";"F";"White";"42";"2";"Yes";"Black / African American";"M";"14";"No";"Authorized"
"2604";"FTN2017-0046";2017;"Arresting";"Battery on Police Officer";"Yes";"7th District";"Hands / Escort tech";"L1";1;"638a967300ef1b437df99e14cb138fc2";"M";"White";"29";"1";"Yes";"Black / African American";"M";"14";"No";"Authorized"
"2605";"FTN2017-0064";2017;"Other";"Escape";"Yes";"7th District";"Firearm Exhibited";"L1";1;"5b9538b5d074177ad410772a81f0f493";"M";"Black / African American";"34";"8";"No";"Unknown race";"M";"NULL";"No";"Authorized"
"2606";"FTN2017-0045";2017;"Serving a Warrant";"Other";"No";"Special Operations";"Firearm Exhibited";"L1";1;"7576bb5865444027ecd9dbdf2ad0eb1a";"M";"Black / African American";"43";"17";"No";"Black / African American";"M";"54";"No";"Authorized"
"2607";"FTN2017-0045";2017;"Serving a Warrant";"Other";"No";"Special Operations";"Firearm Exhibited";"L1";1;"7576bb5865444027ecd9dbdf2ad0eb1a";"M";"Black / African American";"43";"17";"No";"Black / African American";"F";"44";"No";"Authorized"
"2608";"FTN2017-0045";2017;"Serving a Warrant";"Other";"No";"Special Operations";"Firearm Exhibited";"L1";1;"7576bb5865444027ecd9dbdf2ad0eb1a";"M";"Black / African American";"43";"17";"No";"Black / African American";"M";"30";"No";"Authorized"
"2609";"FTN2017-0045";2017;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";1;"a174c5caaf60b8e822b90c4f51c7d627";"M";"Black / African American";"41";"12";"No";"Black / African American";"M";"30";"No";"Authorized"
"2610";"FTN2017-0045";2017;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";1;"a174c5caaf60b8e822b90c4f51c7d627";"M";"Black / African American";"41";"12";"No";"Black / African American";"F";"44";"No";"Authorized"
"2611";"FTN2017-0045";2017;"Serving a Warrant";"Other";"Yes";"Special Operations";"Firearm Exhibited";"L1";1;"a174c5caaf60b8e822b90c4f51c7d627";"M";"Black / African American";"41";"12";"No";"Black / African American";"M";"54";"No";"Authorized"
"2612";"FTN2017-0044";2017;"Arresting";"refuse verbal commands";"Yes";"2nd District";"Taser Exhibited";"L1";1;"385ec5007240415076c4ceeb5394d3f2";"F";"Black / African American";"30";"3";"No";"Black / African American";"M";"18";"No";"Authorized"
"2613";"FTN2017-0042";2017;"Arresting";"Other";"Yes";"5th District";"Firearm Exhibited";"L1";1;"ca9e8f386ae26aad87c2765376102c10";"M";"Black / African American";"34";"8";"No";"Black / African American";"M";"30";"No";"Authorized"
"2614";"FTN2017-0043";2017;"Serving a Warrant";"Other";"Yes";"Special or Criminal Investigations";"Firearm Exhibited";"L1";1;"482e11426f5355049a17153075f4c785";"M";"Black / African American";"29";"9";"No";"White";"M";"48";"No";"Authorized"
"2615";"FTN2017-0043";2017;"Serving a Warrant";"Other";"Yes";"Special or Criminal Investigations";"Firearm Exhibited";"L1";1;"482e11426f5355049a17153075f4c785";"M";"Black / African American";"29";"9";"No";"Black / African American";"M";"43";"No";"Authorized"
"2616";"FTN2017-0043";2017;"Serving a Warrant";"Other";"Yes";"Special or Criminal Investigations";"Firearm Exhibited";"L1";1;"a174c5caaf60b8e822b90c4f51c7d627";"M";"Black / African American";"41";"12";"No";"Black / African American";"M";"43";"No";"Authorized"
"2617";"FTN2017-0043";2017;"Serving a Warrant";"Other";"Yes";"Special or Criminal Investigations";"Firearm Exhibited";"L1";1;"a174c5caaf60b8e822b90c4f51c7d627";"M";"Black / African American";"41";"12";"No";"White";"M";"48";"No";"Authorized"
"2618";"FTN2017-0038";2017;"Arresting";"Battery on Police Officer";"Yes";"7th District";"Defense Tech / Take-down";"L2";1;"3cd5e75176b487c559fa8b9f13a0cef7";"M";"White";"33";"13";"No";"Black / African American";"F";"36";"No";"Authorized"
